@relation WALMART_SALES_DATA-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R7-8

@attribute Unemployment numeric
@attribute CPI numeric
@attribute Fuel_Price numeric
@attribute Temperature numeric
@attribute Holiday_Flag numeric
@attribute Weekly_Sales numeric

@data
9.765,126.578286,2.877,55.92,0,1987090.09
9.765,126.604286,3.034,52.33,0,1941346.13
9.765,126.606645,3.054,61.46,0,1946875.06
9.765,126.605064,2.98,60.05,0,1893532.46
9.524,126.603484,3.086,63.66,0,2138651.97
9.524,126.601903,3.004,65.29,0,2041069.37
9.524,126.5621,3.109,69.74,0,1826241.44
9.524,126.471333,3.05,66.42,0,1829521.83
9.524,126.380567,3.105,69.76,0,1790694.59
9.524,126.2898,3.127,71.06,0,1921432.16
9.524,126.208548,3.145,73.88,0,1808056.41
9.524,126.184387,3.12,78.32,0,1847613.58
9.524,126.160226,3.058,76.67,0,1904618.17
9.524,126.136065,2.941,82.82,0,1931406.28
9.524,126.111903,3.057,89.67,0,1827521.71
9.524,126.114,2.935,83.49,0,1837636.24
9.524,126.1266,3.084,90.32,0,1768172.31
9.199,126.1392,2.978,92.89,0,1845893.87
9.199,126.1518,3.1,91.03,0,1769793.37
9.199,126.149806,2.971,91.8,0,1828052.47
9.199,126.128355,3.112,88.44,0,1831676.03
9.199,126.106903,3.017,85.03,0,1832664.03
9.199,126.085452,3.123,86.13,0,1949236.09
9.199,126.064,3.049,88.37,0,1962996.7
9.199,126.076645,3.041,89.88,0,1983190.56
9.199,126.08929,3.022,84.99,0,1727565.42
9.199,126.101935,3.087,83.8,0,1766331.45
9.199,126.114581,2.961,84.04,1,1720530.23
9.199,126.145467,3.028,85.52,0,1716755.78
9.199,126.190033,2.939,85.75,0,1655036.75
9.003,126.2346,3.001,86.01,0,1645892.97
9.003,126.279167,2.924,77.04,0,1772192.42
9.003,126.326677,3.08,75.48,0,1703850.25
9.003,126.381548,3.014,68.12,0,1740234.06
9.003,126.436419,3.13,68.76,0,1741308.56
9.003,126.49129,3.009,71.04,0,1832211.96
9.003,126.546161,3.13,61.24,0,1895901.59
9.003,126.6072,3.047,58.83,0,1949177.13
9.003,126.669267,3.162,55.33,1,2939946.38
9.003,126.731333,3.041,51.17,0,2251206.64
9.003,126.7934,3.091,60.51,0,2411790.21
9.003,126.879484,3.125,59.15,0,2811646.85
9.003,126.983581,3.236,57.06,0,3749057.69
9.003,127.087677,3.148,49.67,1,1707298.14
8.744,127.191774,3.287,43.43,0,1714309.9
8.744,127.300935,3.312,49.98,0,1710803.59
8.744,127.440484,3.336,56.75,0,1677556.18
8.744,127.580032,3.231,53.03,0,1715769.05
8.744,127.719581,3.348,44.88,0,1968045.91
8.744,127.859129,3.381,51.51,1,2115408.31
8.744,127.99525,3.43,61.77,0,2106934.55
8.744,128.13,3.398,53.59,0,1967996.71
8.744,128.26475,3.674,56.96,0,1958003.19
8.744,128.3995,3.63,64.22,0,1933469.15
8.744,128.512193,3.892,70.12,0,1884734.31
8.744,128.616064,3.716,62.53,0,1815798.85
8.494,128.719935,3.772,67.64,0,1827733.18
8.494,128.823806,3.818,73.03,0,1870720.73
8.494,128.910733,4.089,61.05,0,1781767.22
8.494,128.9553,3.917,75.93,0,2004831.14
8.494,128.999867,4.151,73.38,0,1873646.34
8.494,129.044433,4.193,73.56,0,1841369.99
8.494,129.089,4.202,74.04,0,1712995.44
8.494,129.075677,3.99,72.62,0,1720908.01
8.494,129.062355,3.933,78.62,0,1743000.38
8.494,129.049032,3.893,81.87,0,1792210.89
8.494,129.03571,3.981,84.57,0,1740063.1
8.494,129.0432,3.935,87.96,0,1817934.76
8.494,129.0663,3.807,90.69,0,1711813.13
8.257,129.0894,3.842,95.36,0,1751369.75
8.257,129.1125,3.793,88.57,0,1699708.38
8.257,129.133839,3.779,86.01,0,1775068.4
8.257,129.150774,3.697,88.59,0,1774342.61
8.257,129.16771,3.694,86.75,0,1745841.33
8.257,129.184645,3.803,89.8,0,1886299.98
8.257,129.201581,3.794,85.61,0,1917397.63
8.257,129.240581,3.743,87.4,0,1954849.68
8.257,129.283258,3.663,91.59,0,1728399.07
8.257,129.325936,3.798,91.61,0,1758587.35
8.257,129.368613,3.771,89.06,1,1670579.82
8.257,129.4306,3.784,77.49,0,1650894.3
8.257,129.518333,3.789,82.51,0,1685910.53
8.257,129.606067,3.877,82.27,0,1627707.31
7.874,129.6938,3.827,75.01,0,1788227.6
7.874,129.770645,3.698,70.27,0,1704753.02
7.874,129.782161,3.842,77.91,0,1745928.56
7.874,129.793677,3.843,72.79,0,1771792.97
7.874,129.805194,3.828,68.57,0,1904438.59
7.874,129.81671,3.677,55.28,0,2076570.84
7.874,129.826833,3.669,58.97,0,1869087.85
7.874,129.8364,3.76,60.68,1,2950198.64
7.874,129.845967,3.701,57.29,0,2068097.18
7.874,129.855533,3.644,42.58,0,2429310.9
7.874,129.898065,3.489,50.53,0,2555031.18
7.874,129.984548,3.541,48.36,0,3487986.89
7.874,130.071032,3.428,48.92,1,1930690.37
7.545,130.157516,3.443,59.85,0,1683401.78
7.545,130.244,3.477,51,0,1711562.73
7.545,130.279226,3.66,54.51,0,1675562.94
7.545,130.314452,3.675,53.59,0,1632406
7.545,130.349677,3.543,56.85,0,1867403.01
7.545,130.384903,3.722,55.73,1,2218595.8
7.545,130.454621,3.781,54.12,0,2168709.76
7.545,130.550207,3.95,56.02,0,2039415.74
7.545,130.645793,3.882,57.62,0,1990371.02
7.545,130.741379,3.963,57.65,0,1917483.1
7.545,130.826193,4.273,62.11,0,1930814.66
7.545,130.896645,4.288,56.54,0,1837457.69
7.545,130.967097,4.294,67.92,0,1815760.42
7.382,131.037548,4.282,65.99,0,2163384.17
7.382,131.108,4.254,70.28,0,1974687.51
7.382,131.117333,4.111,67.75,0,1777166.53
7.382,131.126667,4.088,80.11,0,1712987.56
7.382,131.136,4.058,77.02,0,1821364.42
7.382,131.145333,4.186,76.03,0,1792345.3
7.382,131.098323,4.308,85.19,0,1795152.73
7.382,131.028774,4.127,86.03,0,1830939.1
7.382,130.959226,4.277,80.06,0,1767471.48
7.382,130.889677,4.103,86.87,0,1840491.41
7.382,130.829533,4.144,88.58,0,1811562.88
7.382,130.7929,4.014,89.92,0,1755334.18
7.382,130.756267,3.875,91.36,0,1707481.9
7.17,130.719633,3.666,86.87,0,1805999.79
7.17,130.683,3.723,89.8,0,1765571.91
7.17,130.70129,3.589,84.45,0,1869967.03
7.17,130.719581,3.769,83.98,0,1817603.66
7.17,130.737871,3.595,84.76,0,1939440.09
7.17,130.756161,3.811,90.78,0,1880436.94
7.17,130.790968,4.002,88.83,0,1827797.4
7.17,130.838161,4.055,82.5,0,1764984.15
7.17,130.885355,3.886,86.97,0,1650285.54
7.17,130.932548,4.124,83.07,1,1708283.28
7.17,130.977667,3.966,78.47,0,1640168.99
7.17,131.010333,4.125,81.93,0,1671857.57
7.17,131.043,3.966,82.52,0,1694862.41
6.943,131.075667,4.132,80.88,0,1758971.38
6.943,131.108333,4.468,76.03,0,1713889.11
6.943,131.149968,4.449,72.71,0,1734834.82
6.943,131.193097,4.301,70.5,0,1744349.05
7.368,214.424881,2.572,46.04,0,1528008.64
7.368,214.574792,2.548,48.01,1,1574684.08
7.368,214.619887,2.514,48.3,0,1503298.7
7.368,214.647513,2.561,52.79,0,1336404.65
7.368,214.675139,2.625,53.96,0,1426622.65
7.368,214.702765,2.667,64.1,0,1331883.16
7.368,214.530122,2.72,61.51,0,1364207
7.368,214.324101,2.732,58.09,0,1245624.27
7.343,214.11808,2.719,66.16,0,1446210.26
7.343,213.912059,2.77,69.57,0,1470308.32
7.343,213.772689,2.808,67.81,0,1323243.35
7.343,213.722185,2.795,68.37,0,1283766.55
7.343,213.671682,2.78,71.13,0,1239766.89
7.343,213.621178,2.835,75.57,0,1312329.78
7.343,213.619614,2.854,77.64,0,1266796.13
7.343,213.911689,2.826,76.97,0,1271646.62
7.343,214.203763,2.759,79.69,0,1264272.52
7.343,214.495838,2.705,79.66,0,1396322.19
7.343,214.787913,2.668,82.81,0,1339570.85
7.343,214.785826,2.637,84.13,0,1336522.92
7.343,214.666074,2.653,84.5,0,1262025.08
7.346,214.546322,2.669,83.09,0,1302600.14
7.346,214.42657,2.642,83.01,0,1280156.47
7.346,214.417648,2.623,84.9,0,1290609.54
7.346,214.556497,2.608,84.57,0,1244390.03
7.346,214.695346,2.64,83.26,0,1250178.89
7.346,214.834195,2.627,86.54,0,1369634.92
7.346,214.973044,2.692,87.73,0,1384339.1
7.346,214.931419,2.664,88.93,0,1430192.37
7.346,214.889794,2.619,87.7,0,1311263.07
7.346,214.848169,2.577,84.94,0,1303914.27
7.346,214.806543,2.565,81.93,1,1231428.46
7.346,214.832248,2.582,83.04,0,1215676.31
7.346,214.908452,2.624,77.36,0,1170103.25
7.564,214.984655,2.603,75.11,0,1182490.46
7.564,215.060858,2.633,68.71,0,1293472.8
7.564,215.129311,2.72,71.46,0,1175003.67
7.564,215.17839,2.725,72.6,0,1169831.38
7.564,215.227469,2.716,74.21,0,1195036
7.564,215.276547,2.689,64.41,0,1332759.13
7.564,215.325626,2.728,63.74,0,1281675.6
7.564,215.207452,2.771,58.63,0,1292346.57
7.564,215.061403,2.735,69.9,1,1757242.51
7.564,214.915353,2.708,55.9,0,1380522.64
7.564,214.769304,2.843,53.33,0,1564516.43
7.564,214.704919,2.869,54.63,0,1843971.15
7.564,214.701783,2.886,59.33,0,2306265.36
7.564,214.698647,2.943,55.03,1,1172003.1
7.551,214.69551,2.976,54.43,0,1178905.44
7.551,214.747073,2.983,45.34,0,1194449.78
7.551,215.126827,3.016,51.51,0,1187776.19
7.551,215.506582,3.01,51.04,0,1100418.69
7.551,215.886337,2.989,47.17,0,1422546.05
7.551,216.266091,3.022,44.61,1,1419236.9
7.551,216.584357,3.045,61.5,0,1554747.15
7.551,216.878028,3.065,68.74,0,1323999.36
7.551,217.171698,3.288,66.5,0,1399456.99
7.551,217.465368,3.459,63.29,0,1314557.31
7.551,217.723523,3.488,70.17,0,1391813.69
7.551,217.96747,3.473,73.74,0,1229777.24
7.574,218.211418,3.524,69.1,0,1258674.12
7.574,218.455366,3.622,73.57,0,1327401.06
7.574,218.678864,3.743,76.64,0,1312905.8
7.574,218.851237,3.807,78.31,0,1388118.53
7.574,219.02361,3.81,79.97,0,1357589.89
7.574,219.195983,3.906,71.39,0,1331453.41
7.574,219.368356,3.899,80.93,0,1277959.42
7.574,219.127216,3.907,76.97,0,1239466.97
7.574,218.886077,3.786,85.61,0,1216876.52
7.574,218.644937,3.699,86.14,0,1343637
7.574,218.403797,3.648,85.79,0,1314626.75
7.574,218.355175,3.637,87.9,0,1337506.74
7.574,218.45094,3.594,86.13,0,1254587.84
7.567,218.546705,3.524,86.43,0,1297472.06
7.567,218.64247,3.48,87.17,0,1334627.96
7.567,218.727522,3.575,88.3,0,1266546.73
7.567,218.785788,3.651,87.8,0,1290576.44
7.567,218.844054,3.682,89.46,0,1212938.67
7.567,218.902321,3.684,90.04,0,1403198.94
7.567,218.960587,3.638,90.3,0,1354188.43
7.567,219.023271,3.554,89.51,0,1484169.74
7.567,219.086691,3.523,89.09,0,1304706.75
7.567,219.150111,3.533,91.44,0,1297792.41
7.567,219.21353,3.546,84.91,1,1249439.95
7.567,219.397287,3.526,85.11,0,1270816.01
7.567,219.741491,3.467,82.14,0,1235775.15
7.567,220.085696,3.355,84.4,0,1190515.83
7.197,220.429901,3.285,76.97,0,1346271.06
7.197,220.748617,3.274,75.56,0,1286388.96
7.197,220.9144,3.353,70.91,0,1325107.53
7.197,221.080184,3.372,72.66,0,1310684.1
7.197,221.245968,3.332,61.13,0,1458287.38
7.197,221.411752,3.297,64.2,0,1366053.69
7.197,221.643285,3.308,66.17,0,1315091.63
7.197,221.901118,3.236,70.03,1,1848953.48
7.197,222.158952,3.172,56.89,0,1399322.44
7.197,222.416785,3.158,50.63,0,1646655.94
7.197,222.642642,3.159,59.69,0,1783910.06
7.197,222.825863,3.112,54.29,0,2213518.5
7.197,223.009084,3.129,48.86,1,1352084.21
6.833,223.192305,3.157,54.44,0,1283885.55
6.833,223.375526,3.261,53.1,0,1264736.59
6.833,223.470055,3.268,56.43,0,1207303.29
6.833,223.564584,3.29,58.36,0,1162675.85
6.833,223.659114,3.36,60.24,0,1376732.18
6.833,223.753643,3.409,52.23,1,1574287.76
6.833,223.917015,3.51,52.77,0,1569607.94
6.833,224.13202,3.555,61.11,0,1379473.03
6.833,224.347025,3.63,62.61,0,1438383.44
6.833,224.562029,3.669,61.44,0,1413382.76
6.833,224.716695,3.734,64.21,0,1441884.28
6.833,224.79091,3.787,67.16,0,1300593.61
6.833,224.865125,3.845,70.23,0,1300104.03
6.664,224.93934,3.891,74.19,0,1596325.01
6.664,225.013556,3.891,72.74,0,1472752.01
6.664,225.068954,3.877,71.97,0,1315356.99
6.664,225.124353,3.814,73.4,0,1236238.29
6.664,225.179751,3.749,79.07,0,1370251.22
6.664,225.23515,3.688,75.13,0,1300147.07
6.664,225.251202,3.63,72.53,0,1352442.31
6.664,225.251517,3.561,78.44,0,1297335.87
6.664,225.251831,3.501,81.67,0,1361595.33
6.664,225.252146,3.452,82.1,0,1414343.53
6.664,225.264479,3.393,84.97,0,1417875.42
6.664,225.306861,3.346,83.26,0,1355680.3
6.664,225.349244,3.286,87.86,0,1297028.6
6.334,225.391625,3.227,83.44,0,1461129.94
6.334,225.434007,3.256,82.46,0,1320239.51
6.334,225.443883,3.311,82.41,0,1344483.81
6.334,225.453758,3.407,85.43,0,1272395.02
6.334,225.463633,3.417,86.94,0,1399341.07
6.334,225.473509,3.494,86.21,0,1388973.65
6.334,225.555866,3.571,87.73,0,1421307.2
6.334,225.692586,3.62,83.17,0,1409515.73
6.334,225.829306,3.638,86.49,0,1372872.35
6.334,225.966026,3.73,85.17,1,1304584.4
6.334,226.112207,3.717,79.61,0,1267675.05
6.334,226.31515,3.721,73.64,0,1326132.98
6.334,226.518093,3.666,77.67,0,1227430.73
6.034,226.721036,3.617,73.37,0,1422794.26
6.034,226.923979,3.601,69.94,0,1311965.09
6.034,226.968844,3.594,73.77,0,1232073.18
6.034,226.987364,3.506,74.26,0,1200729.45
13.975,126.442065,2.962,49.47,0,1100046.37
13.975,126.496258,2.946,47.87,1,1117863.33
13.975,126.526286,2.915,54.83,0,1095421.65
13.975,126.552286,2.825,50.23,0,1048617.17
13.975,126.578286,2.987,53.77,0,1077018.27
13.975,126.604286,2.925,50.11,0,985594.23
13.975,126.606645,3.054,59.57,0,972088.34
13.975,126.605064,3.083,60.06,0,981615.81
14.099,126.603484,3.086,59.84,0,1011822.3
14.099,126.601903,3.09,59.25,0,1041238.87
14.099,126.5621,3.109,64.95,0,957997.52
14.099,126.471333,3.05,64.55,0,993833.44
14.099,126.380567,3.105,67.38,0,954220.22
14.099,126.2898,3.127,70.15,0,1043240.27
14.099,126.208548,3.145,68.44,0,966054.97
14.099,126.184387,3.12,76.2,0,958374.56
14.099,126.160226,3.058,67.84,0,955451.16
14.099,126.136065,2.941,81.39,0,1049357.36
14.099,126.111903,2.949,90.84,0,1016039.71
14.099,126.114,3.043,81.06,0,956211.2
14.099,126.1266,3.084,87.27,0,958007.69
14.18,126.1392,3.105,91.98,0,951957.31
14.18,126.1518,3.1,90.37,0,943506.28
14.18,126.149806,3.094,97.18,0,916402.76
14.18,126.128355,3.112,99.22,0,912403.67
14.18,126.106903,3.017,96.31,0,913548.25
14.18,126.085452,3.123,92.95,0,967576.95
14.18,126.064,3.159,87.01,0,928264.4
14.18,126.076645,3.041,92.81,0,948447.34
14.18,126.08929,3.129,93.19,0,1004516.46
14.18,126.101935,3.087,83.12,0,1075758.55
14.18,126.114581,3.044,83.63,1,903119.03
14.18,126.145467,3.028,82.45,0,852882.61
14.18,126.190033,2.939,81.77,0,851919.34
14.313,126.2346,3.001,85.2,0,850936.26
14.313,126.279167,3.013,71.82,0,918335.68
14.313,126.326677,2.976,75,0,862419.84
14.313,126.381548,3.014,68.85,0,857883.46
14.313,126.436419,3.016,61.09,0,955294.7
14.313,126.49129,3.129,65.49,0,929690.71
14.313,126.546161,3.13,57.79,0,942475.24
14.313,126.6072,3.161,58.18,0,894493.7
14.313,126.669267,3.162,47.66,1,1601377.41
14.313,126.731333,3.041,43.33,0,1069533.17
14.313,126.7934,3.203,50.01,0,1121934.15
14.313,126.879484,3.236,52.77,0,1295605.35
14.313,126.983581,3.236,52.02,0,1768249.89
14.313,127.087677,3.148,45.64,1,891736.91
14.021,127.191774,3.287,37.64,0,910110.24
14.021,127.300935,3.312,43.15,0,812011.8
14.021,127.440484,3.223,53.53,0,802105.5
14.021,127.580032,3.342,50.74,0,873119.06
14.021,127.719581,3.348,45.14,0,1046068.17
14.021,127.859129,3.381,51.3,1,1086421.57
14.021,127.99525,3.43,53.35,0,1128485.1
14.021,128.13,3.53,48.45,0,1046203.72
14.021,128.26475,3.674,51.72,0,1085248.21
14.021,128.3995,3.818,57.75,0,997672.62
14.021,128.512193,3.692,64.21,0,1009502.01
14.021,128.616064,3.909,54.4,0,954107.32
13.736,128.719935,3.772,63.63,0,1005463.49
13.736,128.823806,4.003,64.47,0,998362.05
13.736,128.910733,3.868,57.63,0,990951.77
13.736,128.9553,4.134,72.12,0,1016019.47
13.736,128.999867,4.151,68.27,0,994966.1
13.736,129.044433,4.193,68.4,0,1021154.48
13.736,129.089,4.202,70.93,0,977033.5
13.736,129.075677,4.169,66.59,0,924134.99
13.736,129.062355,4.087,76.67,0,964332.51
13.736,129.049032,4.031,71.81,0,970328.68
13.736,129.03571,3.981,78.72,0,996937.95
13.736,129.0432,3.935,86.84,0,986504.93
13.736,129.0663,3.898,88.95,0,997282.75
13.503,129.0894,3.842,89.85,0,961993.34
13.503,129.1125,3.705,89.9,0,943717.38
13.503,129.133839,3.692,88.1,0,936001.98
13.503,129.150774,3.794,91.17,0,922231.92
13.503,129.16771,3.805,93.29,0,890547.07
13.503,129.184645,3.803,90.61,0,988712.52
13.503,129.201581,3.701,91.04,0,955913.68
13.503,129.240581,3.743,91.74,0,966817.24
13.503,129.283258,3.74,94.61,0,1017593.47
13.503,129.325936,3.798,93.66,0,1052051.45
13.503,129.368613,3.913,88,1,922850.57
13.503,129.4306,3.918,76.36,0,889290.23
13.503,129.518333,3.789,82.95,0,871692.74
13.503,129.606067,3.877,83.26,0,866401.45
12.89,129.6938,3.827,70.44,0,951244.66
12.89,129.770645,3.805,67.31,0,927600.01
12.89,129.782161,3.842,73.05,0,938604.58
12.89,129.793677,3.727,67.41,0,990926.38
12.89,129.805194,3.828,59.77,0,1051944.79
12.89,129.81671,3.824,48.76,0,1095091.53
12.89,129.826833,3.813,54.2,0,970641.34
12.89,129.8364,3.622,53.25,1,1591920.42
12.89,129.845967,3.701,52.5,0,1071383.1
12.89,129.855533,3.644,42.17,0,1189646.45
12.89,129.898065,3.6,43.29,0,1293404.18
12.89,129.984548,3.541,45.4,0,1617612.03
12.89,130.071032,3.428,44.64,1,1111638.07
12.187,130.157516,3.599,50.43,0,945823.65
12.187,130.244,3.657,48.07,0,865467.86
12.187,130.279226,3.66,46.2,0,855922.64
12.187,130.314452,3.675,50.43,0,888203.69
12.187,130.349677,3.702,50.58,0,1058767.95
12.187,130.384903,3.722,52.27,1,1199330.85
12.187,130.454621,3.781,51.8,0,1240048.85
12.187,130.550207,3.95,53.13,0,1112034.72
12.187,130.645793,4.178,52.27,0,1147636.96
12.187,130.741379,4.25,54.54,0,1113208.57
12.187,130.826193,4.273,64.44,0,1088498.52
12.187,130.896645,4.038,56.26,0,1045419.87
12.187,130.967097,4.294,64.36,0,1025382.22
11.627,131.037548,4.121,64.05,0,1128765.71
11.627,131.108,4.254,64.28,0,1083811.19
11.627,131.117333,4.222,66.73,0,1006486.96
11.627,131.126667,4.193,77.99,0,1004252.38
11.627,131.136,4.171,76.03,0,1073433.69
11.627,131.145333,4.186,77.27,0,1041995.22
11.627,131.098323,4.11,84.51,0,1020486.05
11.627,131.028774,4.293,83.84,0,991514.21
11.627,130.959226,4.277,78.11,0,981345.2
11.627,130.889677,4.103,84.83,0,1086231.47
11.627,130.829533,4.144,85.94,0,1019555.51
11.627,130.7929,4.014,91.61,0,981386.25
11.627,130.756267,3.875,90.47,0,943124.74
10.926,130.719633,3.765,89.13,0,1014898.78
10.926,130.683,3.723,95.61,0,960312.75
10.926,130.70129,3.726,85.53,0,941550.34
10.926,130.719581,3.769,93.47,0,916967.92
10.926,130.737871,3.76,88.16,0,958667.23
10.926,130.756161,3.811,95.91,0,984689.9
10.926,130.790968,4.002,94.87,0,1005003.12
10.926,130.838161,4.055,85.32,0,1048101.39
10.926,130.885355,4.093,89.78,0,1061943.49
10.926,130.932548,4.124,88.52,1,955146.04
10.926,130.977667,4.133,83.64,0,885892.37
10.926,131.010333,4.125,82.97,0,922735.37
10.926,131.043,3.966,81.22,0,880415.67
10.199,131.075667,3.966,81.61,0,979825.92
10.199,131.108333,4.468,71.74,0,934917.47
10.199,131.149968,4.449,68.66,0,960945.43
10.199,131.193097,4.301,65.95,0,974697.6
8.316,126.442065,2.666,31.53,0,1967220.53
8.316,126.496258,2.671,33.16,1,2030933.46
8.316,126.526286,2.654,35.7,0,1970274.64
8.316,126.552286,2.667,29.98,0,1817850.32
8.316,126.578286,2.681,40.65,0,1939980.43
8.316,126.604286,2.733,37.62,0,1840686.94
8.316,126.606645,2.782,42.49,0,1879794.89
8.316,126.605064,2.819,41.48,0,1882095.98
8.107,126.603484,2.842,42.15,0,2142482.14
8.107,126.601903,2.877,38.97,0,1898321.33
8.107,126.5621,2.915,50.39,0,1819660.44
8.107,126.471333,2.936,55.66,0,1909330.77
8.107,126.380567,2.941,48.33,0,1785823.37
8.107,126.2898,2.948,44.42,0,2005478.46
8.107,126.208548,2.962,50.15,0,1890273.44
8.107,126.184387,2.95,57.71,0,1853657.6
8.107,126.160226,2.908,53.11,0,1877358.86
8.107,126.136065,2.871,59.85,0,2022705.22
8.107,126.111903,2.841,65.24,0,2037880.96
8.107,126.114,2.819,58.41,0,2003435.31
8.107,126.1266,2.82,71.83,0,1970340.25
7.951,126.1392,2.814,78.82,0,2018314.71
7.951,126.1518,2.802,71.33,0,1870843.9
7.951,126.149806,2.791,77.79,0,1932231.05
7.951,126.128355,2.797,82.27,0,1907351.2
7.951,126.106903,2.797,78.94,0,1817887.23
7.951,126.085452,2.802,81.24,0,1969121.45
7.951,126.064,2.837,74.93,0,1877592.55
7.951,126.076645,2.85,76.34,0,1997397.63
7.951,126.08929,2.854,75.31,0,1908278.27
7.951,126.101935,2.868,65.71,0,1911852.58
7.951,126.114581,2.87,65.74,1,1772143.94
7.951,126.145467,2.875,66.84,0,1790279.74
7.951,126.190033,2.872,68.22,0,1705655.09
7.795,126.2346,2.853,68.74,0,1765584.48
7.795,126.279167,2.841,63.03,0,1871924.07
7.795,126.326677,2.845,54.12,0,1851431.06
7.795,126.381548,2.849,56.89,0,1796949.59
7.795,126.436419,2.841,45.12,0,1887895.07
7.795,126.49129,2.831,49.96,0,1854967.66
7.795,126.546161,2.831,42.55,0,1939964.63
7.795,126.6072,2.842,42,0,1925393.91
7.795,126.669267,2.83,28.22,1,2766400.05
7.795,126.731333,2.812,25.8,0,2083379.89
7.795,126.7934,2.817,36.78,0,2461468.35
7.795,126.879484,2.842,35.21,0,2771646.81
7.795,126.983581,2.846,34.9,0,3595903.2
7.795,127.087677,2.868,26.79,1,1675292
7.47,127.191774,2.891,16.94,0,1744544.39
7.47,127.300935,2.903,20.6,0,1682316.31
7.47,127.440484,2.934,34.8,0,1770177.37
7.47,127.580032,2.96,31.64,0,1633663.12
7.47,127.719581,2.974,23.35,0,1848186.58
7.47,127.859129,3.034,30.83,1,1944438.9
7.47,127.99525,3.062,40.85,0,2003480.59
7.47,128.13,3.12,33.17,0,1831933.95
7.47,128.26475,3.23,34.23,0,1894960.68
7.47,128.3995,3.346,41.28,0,1852432.58
7.47,128.512193,3.407,44.69,0,1852443.78
7.47,128.616064,3.435,42.38,0,1807545.43
7.193,128.719935,3.487,42.49,0,1864238.64
7.193,128.823806,3.547,42.75,0,1887465.04
7.193,128.910733,3.616,41.72,0,1950994.04
7.193,128.9553,3.655,47.55,0,2124316.34
7.193,128.999867,3.683,43.85,0,1895583.12
7.193,129.044433,3.744,47.75,0,1986380.4
7.193,129.089,3.77,52.4,0,1958823.56
7.193,129.075677,3.802,52.12,0,1860923.55
7.193,129.062355,3.778,54.62,0,1866369.93
7.193,129.049032,3.752,52.76,0,1935593.87
7.193,129.03571,3.732,61.39,0,1997816.98
7.193,129.0432,3.704,63.35,0,2086433.49
7.193,129.0663,3.668,66.38,0,2009163.08
6.877,129.0894,3.613,74.29,0,2048035.74
6.877,129.1125,3.563,77.3,0,2021699.38
6.877,129.133839,3.553,75.59,0,1956813.31
6.877,129.150774,3.563,78.5,0,1987089.36
6.877,129.16771,3.574,77.62,0,1880785.69
6.877,129.184645,3.595,75.56,0,2076231.8
6.877,129.201581,3.606,75.95,0,1970341.38
6.877,129.240581,3.578,76.68,0,2090340.98
6.877,129.283258,3.57,81.53,0,2035244.54
6.877,129.325936,3.58,77,0,1953628.82
6.877,129.368613,3.619,70.19,1,1872921.31
6.877,129.4306,3.641,67.54,0,1923223.82
6.877,129.518333,3.648,63.6,0,1847430.96
6.877,129.606067,3.623,68.28,0,1835662.69
6.392,129.6938,3.592,60.62,0,2067232.56
6.392,129.770645,3.567,51.74,0,1929659.07
6.392,129.782161,3.579,54.66,0,1973544.27
6.392,129.793677,3.567,47.41,0,1948733.81
6.392,129.805194,3.538,43.51,0,2036317.54
6.392,129.81671,3.513,33.8,0,2111592.09
6.392,129.826833,3.489,40.65,0,2016323.51
6.392,129.8364,3.445,38.89,1,2864170.61
6.392,129.845967,3.389,33.94,0,2051315.66
6.392,129.855533,3.341,24.82,0,2462779.06
6.392,129.898065,3.282,27.85,0,2760346.71
6.392,129.984548,3.186,24.76,0,3556766.03
6.392,130.071032,3.119,31.53,1,1969056.91
6.104,130.157516,3.08,33.8,0,1865752.78
6.104,130.244,3.056,25.61,0,1794962.64
6.104,130.279226,3.047,32.71,0,1811606.21
6.104,130.314452,3.058,34.32,0,1733983.09
6.104,130.349677,3.077,31.39,0,1927780.74
6.104,130.384903,3.116,33.73,1,2069284.57
6.104,130.454621,3.119,36.57,0,2214477.06
6.104,130.550207,3.145,35.38,0,1929768.03
6.104,130.645793,3.242,32.36,0,1969742.76
6.104,130.741379,3.38,38.24,0,1986445.65
6.104,130.826193,3.529,52.5,0,2025582.62
6.104,130.896645,3.671,47.83,0,1904421.74
6.104,130.967097,3.734,53.2,0,1948982.7
5.965,131.037548,3.793,48.85,0,2271614.76
5.965,131.108,3.833,51.7,0,2057637.86
5.965,131.117333,3.845,50.24,0,1955689.12
5.965,131.126667,3.842,64.8,0,1970121.65
5.965,131.136,3.831,54.41,0,1995994.51
5.965,131.145333,3.809,56.47,0,2080764.17
5.965,131.098323,3.808,65.17,0,2131900.55
5.965,131.028774,3.801,62.39,0,2043349.41
5.965,130.959226,3.788,61.11,0,2035431.39
5.965,130.889677,3.776,68.4,0,2182437.9
5.965,130.829533,3.756,65.97,0,2152229.11
5.965,130.7929,3.737,72.89,0,2094373
5.965,130.756267,3.681,82,0,2037663.71
5.765,130.719633,3.63,79.23,0,2184980.35
5.765,130.683,3.595,83.68,0,2002750.99
5.765,130.70129,3.556,75.69,0,2053089.32
5.765,130.719581,3.537,80.42,0,1914430.53
5.765,130.737871,3.512,81.99,0,2044148.23
